------------------------------------------------------------
 vsweep_high=0.6
------------------------------------------------------------
Voltage (V), Current (A/cm2)
                   0,       1.14768834e-13
                   0,       1.14768834e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768834e-13
                   0,       1.14768834e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13
                   0,       1.14768795e-13

------------------------------------------------------------
 vsweep_high=1.2
------------------------------------------------------------
Voltage (V), Current (A/cm2)
                   0,       1.14768795e-13
                   0,       1.14768795e-13
        0.0244897959,       0.000163476439
        0.0489795918,       0.000464348145
        0.0734693878,        0.00103329658
        0.0979591837,        0.00212883513
          0.12244898,        0.00426447043
         0.146938776,        0.00846270978
         0.171428571,         0.0167603324
         0.195918367,         0.0332042031
         0.220408163,         0.0657778549
         0.244897959,            0.1299992
         0.269387755,          0.255216216
         0.293877551,          0.494449527
         0.318367347,          0.937241528
         0.342857143,           1.72250079
         0.367346939,           3.04670407
         0.391836735,           5.16258494
         0.416326531,            8.3635333
         0.440816327,           12.9531127
         0.465306122,           19.2088158
         0.489795918,            27.354412
         0.514285714,           37.5488092
          0.53877551,           49.8887807
         0.563265306,           64.4181714
         0.587755102,           81.1377844
         0.612244898,           100.013437
         0.636734694,           120.981874
          0.66122449,           143.955063
         0.685714286,           168.823558
         0.710204082,           195.459424
         0.734693878,           223.719122
         0.759183673,           253.446513
         0.783673469,           284.476115
         0.808163265,           316.636571
         0.832653061,           349.754277
         0.857142857,           383.657007
         0.881632653,           418.177375
         0.906122449,           453.155915
         0.930612245,           488.443611
         0.955102041,           523.903734
         0.979591837,           559.412896
          1.00408163,           594.861349
          1.02857143,           630.152594
          1.05306122,           665.202455
          1.07755102,           699.937808
          1.10204082,           734.295126
          1.12653061,           768.219034
          1.15102041,           801.660976
           1.1755102,           834.578097
                 1.2,            866.93235

------------------------------------------------------------
 vsweep_high=0.176
------------------------------------------------------------
Voltage (V), Current (A/cm2)
                   0,       1.14768795e-13
                   0,       1.14768795e-13
       0.00358644898,       1.83819044e-05
       0.00717289796,       3.83806189e-05
        0.0107593469,       6.01595719e-05
        0.0143457959,       8.38990697e-05
        0.0179322449,       0.000109798066
        0.0215186939,       0.000138076122
        0.0251051429,       0.000168975579
        0.0286915918,       0.000202763955
        0.0322780408,       0.000239736604
        0.0358644898,       0.000280219654
        0.0394509388,       0.000324573266
        0.0430373878,       0.000373195231
        0.0466238367,       0.000426524956
        0.0502102857,       0.000485047884
        0.0537967347,        0.00054930037
        0.0573831837,       0.000619875091
        0.0609696327,        0.00069742703
        0.0645560816,       0.000782680106
        0.0681425306,       0.000876434495
        0.0717289796,       0.000979574755
        0.0753154286,        0.00109307881
        0.0789018776,        0.00121802788
        0.0824883265,        0.00135561753
        0.0860747755,        0.00150716977
        0.0896612245,        0.00167414664
        0.0932476735,        0.00185816505
        0.0968341224,        0.00206101333
         0.100420571,        0.00228466949
          0.10400702,        0.00253132144
         0.107593469,        0.00280338939
         0.111179918,        0.00310355052
         0.114766367,        0.00343476646
         0.118352816,        0.00380031347
         0.121939265,        0.00420381598
         0.125525714,         0.0046492836
         0.129112163,        0.00514115205
         0.132698612,         0.0056843284
         0.136285061,        0.00628424104
          0.13987151,        0.00694689494
         0.143457959,        0.00767893267
         0.147044408,        0.00848770168
         0.150630857,        0.00938132875
         0.154217306,          0.010368802
         0.157803755,         0.0114600612
         0.161390204,          0.012666098
         0.164976653,         0.0139990653
         0.168563102,         0.0154723988
         0.172149551,           0.01710095
            0.175736,         0.0189011328

------------------------------------------------------------
 vsweep_high=1.02
------------------------------------------------------------
Voltage (V), Current (A/cm2)
                   0,       1.14768795e-13
                   0,       1.14768795e-13
        0.0209032653,        0.00013304437
        0.0418065306,       0.000356000833
        0.0627097959,       0.000737782858
        0.0836130612,        0.00140157657
         0.104516327,        0.00256834983
         0.125419592,        0.00463545905
         0.146322857,         0.0083184415
         0.167226122,         0.0149058407
         0.188129388,         0.0267139211
         0.209032653,         0.0478876866
         0.229935918,         0.0857804613
         0.250839184,          0.153239981
         0.271742449,          0.272162152
         0.292645714,          0.478484686
          0.31354898,          0.828227279
         0.334452245,           1.40341327
          0.35535551,           2.31628495
         0.376258776,           3.71023015
         0.397162041,           5.75573559
         0.418065306,           8.64010026
         0.438968571,           12.5519133
         0.459871837,           17.6643977
         0.480775102,           24.1226497
         0.501678367,           32.0375128
         0.522581633,            41.485483
         0.543484898,           52.5121821
         0.564388163,           65.1369978
         0.585291429,           79.3574395
         0.606194694,           95.1526676
         0.627097959,            112.48618
         0.648001224,           131.307847
          0.66890449,           151.555524
         0.689807755,           173.156433
          0.71071102,            196.02846
         0.731614286,           220.081463
         0.752517551,           245.218641
         0.773420816,           271.338005
         0.794324082,           298.333929
         0.815227347,           326.098785
         0.836130612,           354.524591
         0.857033878,            383.50465
         0.877937143,           412.935088
         0.898840408,           442.716241
         0.919743673,           472.753829
         0.940646939,           502.959865
         0.961550204,           533.253264
         0.982453469,           563.560151
          1.00335673,           593.813888
             1.02426,           623.954835

