------------------------------------------------------------
 vsweep_high=0.6
------------------------------------------------------------
Voltage (V), Current (A/cm2)
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
         0.012244898,       1.57016054e-06
        0.0244897959,       3.53723985e-06
        0.0367346939,       6.04259614e-06
        0.0489795918,       9.28117457e-06
        0.0612244898,       1.35237231e-05
        0.0734693878,       1.91490221e-05
        0.0857142857,       2.66908468e-05
        0.0979591837,       3.69066268e-05
         0.110204082,        5.0878131e-05
          0.12244898,       7.01595099e-05
         0.134693878,       9.69954639e-05
         0.146938776,       0.000134643406
         0.159183673,        0.00018784999
         0.171428571,       0.000263556996
         0.183673469,       0.000371948232
         0.195918367,        0.00052800373
         0.208163265,       0.000753808802
         0.220408163,        0.00108198654
         0.232653061,        0.00156080202
         0.244897959,        0.00226175304
         0.257142857,        0.00329085636
         0.269387755,        0.00480541903
         0.281632653,        0.00703893358
         0.293877551,         0.0103379682
         0.306122449,         0.0152166835
         0.318367347,         0.0224370733
         0.330612245,         0.0331263596
         0.342857143,         0.0489472492
         0.355102041,         0.0723417293
         0.367346939,          0.106873848
         0.379591837,          0.157699337
         0.391836735,          0.232186179
         0.404081633,          0.340695275
         0.416326531,          0.497500868
         0.428571429,          0.721790135
         0.440816327,           1.03864552
         0.453061224,           1.47989963
         0.465306122,            2.0847608
          0.47755102,           2.90011113
         0.489795918,           3.98035641
         0.502040816,           5.38668443
         0.514285714,            7.1856208
         0.526530612,           9.44689514
          0.53877551,           12.2408127
         0.551020408,           15.6354843
         0.563265306,           19.6943215
         0.575510204,           24.4741186
         0.587755102,           30.0238778
                 0.6,           36.3843457

------------------------------------------------------------
 vsweep_high=0
------------------------------------------------------------
Voltage (V), Current (A/cm2)
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,       -1.7843456e-13
                   0,      -1.78434559e-13
                   0,       -1.7843456e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,       -1.7843456e-13
                   0,       -1.7843456e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
                   0,      -1.78434559e-13
