------------------------------------------------------------
 vsweep_high=0.6
------------------------------------------------------------
Voltage (V), Current (A/cm2)
         0.648001224,           101.775287
          0.66890449,           122.020881
         0.689807755,           144.178941
          0.71071102,           168.169276
         0.731614286,           193.895024
         0.752517551,           221.244586
         0.773420816,            250.09362
         0.794324082,           280.307223
         0.815227347,           311.742312
         0.836130612,           344.250208
         0.857033878,            377.67937
         0.877937143,           411.878167
         0.898840408,           446.697602
         0.919743673,            481.99382
         0.940646939,           517.630303
         0.961550204,             553.4796
         0.982453469,           589.424551
          1.00335673,           625.358936
             1.02426,           661.187594

